document_name,article_number,livre,titre,chapitre,section,sous_section,pages,content,source_relative_path
Recueil des textes législatifs et réglementaires de BAM _ VF,75,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE III DES MEMBRES,Chapitre II Contrôle des membres,,,872,"Toute personne membre des organes d’administration, de gestion et de direction ou du conseil de surveillance ou faisant partie du personnel d’un membre négociateur ne peut effectuer des transactions sur le marché à terme d’instruments financiers pour son propre compte que par l’entremise dudit membre.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,76,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE III DES MEMBRES,Chapitre II Contrôle des membres,,,872,"Les transactions visées à l’article 75 de la présente loi ne peuvent être effectuées dans des conditions privilégiées par rapport à celles dont bénéficie l’ensemble de la clientèle. Ces transactions doivent, en outre, être consignées dans un registre spécialement ouvert à cet effet.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,77,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE III DES MEMBRES,Chapitre II Contrôle des membres,,,872,Les membres négociateurs ne sont admis à agir pour leur propre compte qu’après avoir satisfait les ordres de leurs clients.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,78,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE III DES MEMBRES,Chapitre II Contrôle des membres,,,872,"Lorsqu’à l’occasion de l’exécution des ordres des clients, les membres négociateurs interviennent totalement ou partiellement par une opération pour compte propre, ils en informent les donneurs d’ordres concernés.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,79,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE III DES MEMBRES,Chapitre II Contrôle des membres,,,872,"Les membres négociateurs ne sont pas autorisés à acheter ou à vendre des instruments financiers à terme pour compte propre à leurs clients lorsqu’ils gèrent eux-mêmes les comptes desdits clients et qu’ils ont, de ce fait, l’initiative des opérations effectuées sur ces comptes.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,80,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE III DES MEMBRES,Chapitre II Contrôle des membres,,,872,"Les membres sont tenus, dans le cadre de l’exercice de leur activité, de respecter les règles d’intégrité, de diligence, de célérité et de primauté des intérêts des clients.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,81,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE III DES MEMBRES,Chapitre II Contrôle des membres,,,872-873,"Afin de préserver leur liquidité et leur solvabilité, les membres sont tenus de respecter les règles prudentielles consistant à maintenir des proportions appropriées notamment : - entre les fonds propres et le montant des engagements ; - entre les fonds propres et le montant des risques encourus par instrument financier à terme. Lesdites proportions sont fixées, selon la nature des activités exercées par les membres, par le ministre chargé des finances, sur proposition de la société gestionnaire et/ou de la chambre de compensation et après avis de l’instance de coordination du marché à terme prévue par l’article 7 de la présente loi. 873­ Sous peine des sanctions prévues par la présente loi, nul ne peut ni être fondateur ou membre des organes d’administration, de gestion et de direction ou du conseil de surveillance d’un membre négociateur ou/et compensateur ni directement ou par personne interposée, contrôler, administrer, diriger, gérer ou représenter à un titre quelconque, ni disposer du pouvoir de signature pour le compte d’un tel membre : - s’il a été condamné irrévocablement pour crime ou pour l’un des délits prévus et réprimés par les articles 334 à 391 et 505 à 574 du code pénal ; - s’il a été condamné irrévocablement pour infraction à la législation relative aux changes ; - s’il a fait l’objet, ou si l’entreprise qu’il administrait a fait l’objet, au Maroc ou à l’étranger, d’un jugement de redressement ou de liquidation judiciaire et qu’il n’a pas été réhabilité ; - s’il a fait l’objet d’une condamnation irrévocable en vertu des dispositions des articles 92, 93, 96 à 99 de la présente loi ; - s’il a fait l’objet d’une condamnation prononcée par une juridiction étrangère et passée en force de chose jugée, constituant d’après la loi marocaine une condamnation pour l’un des crimes ou délits ci-dessus énumérés.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,83,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE IV DES SANCTIONS,Chapitre premier Sanctions disciplinaires,,,873,"Lorsqu’un membre a manqué aux usages de la profession, Bank Al-Maghrib ou le Conseil déontologique des valeurs mobilières, chacun selon ses prérogatives ou les deux conjointement dans le cadre de l’instance de coordination du marché à terme, après avoir mis les dirigeants en demeure de présenter leurs explications sur les faits pour lesquels ils sont mis en cause, peuvent leur adresser une mise en garde.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,84,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE IV DES SANCTIONS,Chapitre premier Sanctions disciplinaires,,,873-874,"Lorsque la situation d’un membre le justifie, selon le cas, Bank Al-Maghrib ou le Conseil déontologique des valeurs mobilières, chacun selon ses prérogatives ou les deux conjointement dans le cadre de l’instance de coordination du marché à terme prévue par l’article 7 de la présente loi, peuvent lui adresser une injonction à l’effet de prendre toutes mesures destinées à rétablir ou à renforcer son équilibre financier ou à rectifier ses méthodes de gestion. 874­ Si la mise en garde ou l’injonction prévues par les articles 83 et 84 de la présente loi reste sans effet, et si la situation risque de porter préjudice à l’intérêt de la clientèle ou au bon fonctionnement du marché, selon le cas, Bank Al-Maghrib ou le Conseil déontologique des valeurs mobilières, chacun selon ses prérogatives ou les deux conjointement dans le cadre de l’instance de coordination du marché à terme prévue par l’article 7 de la présente loi, peuvent suspendre l’une ou plusieurs des activités du membre concerné ou désigner un administrateur provisoire auquel sont transférés tous les pouvoirs nécessaires à l’administration et à la direction du membre concerné. La désignation d’un administrateur provisoire ne peut intervenir ou cesse d’avoir effet à partir du moment où le membre est en état de cessation de paiements. Dans ce cas, il est fait exclusivement application des dispositions de la loi n° 15-95 du 15 rabii I 1417 (ler août 1996) formant code de commerce relatives au redressement et à la liquidation judiciaire. Toutefois et par dérogation aux dispositions de la loi n° 15-95 du 15 rabii I 1417 (1er août 1996) formant code de commerce, le syndic est désigné par le tribunal sur proposition du ministre chargé des finances.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,86,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE IV DES SANCTIONS,Chapitre premier Sanctions disciplinaires,,,874,"L’administrateur provisoire visé à l’article 85 de la présente loi ne peut procéder à l’acquisition ou à l’aliénation de biens immeubles et de titres de participation du membre concerné que sur autorisation préalable de l’instance de coordination du marché à terme prévue par l’article 7 de la présente loi. Il doit présenter à l’instance de coordination du marché à terme prévue par l’article 7 de la présente loi un rapport trimestriel sur la gestion ainsi que sur l’évolution de la situation du membre concerné. Il doit également présenter à l’instance de coordination du marché à terme prévue par l’article 7 de la présente loi, au terme d’une période ne pouvant excéder une année à compter de la date de sa désignation, un rapport précisant l’origine, l’importance et la nature des difficultés du membre ainsi que les mesures susceptibles d’assurer son redressement ou, à défaut, sa liquidation. L’instance de coordination du marché à terme prévue par l’article 7 de la présente loi doit porter à la connaissance du ministre chargé des finances le contenu de ces rapports.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,87,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE IV DES SANCTIONS,Chapitre premier Sanctions disciplinaires,,,874-875,"Bank Al-Maghrib ou le Conseil déontologique des valeurs mobilières, chacun selon ses prérogatives ou les deux conjointement dans le cadre de l’instance de coordination du marché à terme prévue par l’article 7 de la présente loi, peuvent adresser une mise en garde, un avertissement ou un blâme à : - la société gestionnaire ou la chambre de compensation lorsqu’elle ne communique pas les documents au Conseil déontologique des valeurs mobilières ou /et Bank Al-Maghrib conformément aux dispositions des articles 13 et 52 ci-dessus ; - la société gestionnaire ou la chambre de compensation qui n’informe pas le Conseil déontologique des valeurs mobilières ou /et Bank Al-Maghrib des infractions qu’elles auront relevées dans l’exercice de leur mission tel que prévu par les articles 11 et 31 ci-dessus : 875­ - la société gestionnaire ou la chambre de compensation qui n’informe pas le Conseil déontologique des valeurs mobilières ou/et Bank Al- Maghrib et l’Association Professionnelle des Membres du marché à terme d’instruments financiers de la suspension d’un membre négociateur ou d’un membre compensateur tel que prévu par les articles 26 et 42 ci- dessus ; - la société gestionnaire qui ne consulte pas l’émetteur de l’actif sous- jacent préalablement à l’admission d’un instrument financier à terme, tel que prévu par l’article 12 ci-dessus ; - la société gestionnaire qui ne soumet pas au visa du Conseil déontologique des valeurs mobilières le document d’information et la fiche technique de l’instrument financier à terme tel que prévu par l’article 12 et 13 ci-dessus ; - la société gestionnaire et la chambre de compensation qui ne respectent pas les règles et procédures relatives à l’enregistrement et à la consignation des transactions, telles que prévues par les articles 23, 25, 32 et 39 ci- dessus ; - la société gestionnaire ou la chambre de compensation qui ne respecte pas les dispositions prévues par les règlements généraux visés aux articles 9 et 29 de la présente loi ; - la société gestionnaire ou la chambre de compensation qui ne transmet pas à Bank Al-Maghrib et/ou au Conseil déontologique des valeurs mobilières les documents et les informations nécessaires à l’accomplissement de leur mission conformément aux dispositions de l’article 52 de la présente loi. Si la mise en garde, l’avertissement ou le blâme est resté sans effet, l’instance de coordination du marché à terme prévue par l’article 7 de la présente loi peut proposer au ministre chargé des finances, sur la base d’un rapport circonstancié, le remplacement des membres des organes de gestion ou de direction de la société gestionnaire ou de la chambre de compensation ou toute modification de la législation ou de la réglementation en vigueur nécessaire au fonctionnement régulier du marché à terme.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,88,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE IV DES SANCTIONS,Chapitre premier Sanctions disciplinaires,,,875-876,"Bank Al-Maghrib ou le Conseil déontologique des valeurs mobilières, chacun selon ses prérogatives ou les deux conjointement dans le cadre de l’instance de coordination du marché à terme prévue par l’article 7 de la présente loi peuvent adresser une mise en garde, un avertissement ou un blâme aux : - membres compensateurs qui ne s’acquittent pas de leur cotisation au fonds de garantie, conformément à l’article 43 ci-dessus ; - membres compensateurs qui ne constituent pas les dépôts de garantie de livraison prévus par l’article 35 ci-dessus ; - membres qui ne respectent pas les règles de bonne conduite telles que prévues par les articles 69 et 76 à 80 ci-dessus ; - membres qui ne respectent pas les règles prudentielles telles que prévues par l’article 81 ci-dessus ; - membres qui ne s’acquittent pas des droits d’adhésion et des commissions de négociation et/ou de compensation, tels que prévus par l’article 68 ci- dessus ; - membres négociateurs qui ne signent pas une convention de compensation avec un membre compensateur telle que visée à l’article 70 876­ - membres négociateurs qui ne procèdent pas à l’horodatage des ordres de la clientèle et à l’enregistrement vocal des ordres reçus par téléphone ou ne transmettent pas ces ordres avec diligence, en violation, des dispositions de l’article 19 ci-dessus ; - membres qui ne respectent pas les dispositions relatives à l’enregistrement et à la consignation des transactions prévues par les articles 23 et 24 ci- dessus ; - membres qui ne communiquent pas les documents et informations à la société gestionnaire ou à la chambre de compensation conformément aux dispositions de l’article 73 ci-dessus ; - membres qui continuent à exercer leur activité sans qu’un nouvel agrément leur ait été donné à la suite des modifications prévues par l’article 61 de la présente loi, ou changent leur siège ou le lieu effectif de leur activité sans l’accord préalable de l’instance de coordination du marché à terme prévue par l’article 7 ci-dessus ; - membres qui ne respectent pas les modalités d’information de la clientèle telles que prévues par l’article 72 ci-dessus ; - membres qui ne se conforment pas aux obligations de communication et de publication prévues par les articles 58 et 73 ci-dessus ; - membres qui n’adressent pas à l’instance de coordination du marché à terme prévue par l’article 7 ci-dessus, la liste des actionnaires prévue par l’article 74 ci-dessus ; - membres qui ne respectent pas les dispositions des règlements généraux de la société gestionnaire et de la chambre de compensation prévus par les articles 9 et 29 ci-dessus.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,89,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE IV DES SANCTIONS,Chapitre premier Sanctions disciplinaires,,,876,"Lorsque la mise en garde, l’avertissement ou le blâme prévus par l’article 87 de la présente loi sont demeurés sans effet, l’instance de coordination du marché à terme prévue par l’article 7 de la présente loi peut suspendre un ou plusieurs membres des organes d’administration, de gestion et de direction ou du conseil de surveillance du membre concerné. Elle peut, en outre, proposer au ministre chargé des finances : - soit d’interdire ou de restreindre l’exercice de certaines opérations par le membre ; - soit de désigner un administrateur provisoire ; - soit de retirer l’agrément au membre concerné.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,90,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE IV DES SANCTIONS,Chapitre premier Sanctions disciplinaires,,,876-877,"Les sanctions prévues par l’article 89 de la présente loi ne sont prononcées qu’après que le représentant du membre ait été dûment convoqué, au moins une semaine avant sa comparution devant l’instance de coordination du marché à terme prévue par l’article 7 de la présente loi, afin d’être entendu. Le représentant du membre concerné peut se faire assister par un conseil de son choix. L’instance précitée doit lui avoir au préalable notifié les infractions relevées et communiqué tous les éléments du dossier. Ladite instance convoque également, à la demande de l’intéressé, afin de l’entendre, le représentant de l’Association professionnelle des membres du marché à terme d’instruments financiers prévue par l’article 103 de la 877­",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,92,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE IV DES SANCTIONS,Chapitre II,,,877,"Est punie d’un emprisonnement de trois mois à un an et d’une amende de 5.000 à 100.000 dirhams, ou de l’une de ces peines seulement, toute personne qui, agissant pour son compte ou pour le compte d’autrui, utilise indûment une raison sociale, une adresse, une publicité et, de manière générale, toute expression faisant croire qu’elle est agréée en tant que membre négociateur ou compensateur, ou entretient sciemment dans l’esprit du public une confusion sur la régularité de l’exercice de son activité.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,93,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE IV DES SANCTIONS,Chapitre II,,,877,"Toute personne qui, agissant pour son compte ou pour le compte d’une autre personne physique ou d’une personne morale qui n’a pas été dûment agréée en tant que membre négociateur ou compensateur, effectue à titre habituel les opérations fixées aux articles 55, 56 et 57 ci-dessus est passible d’un emprisonnement de six (6) mois à trois (3) ans et d’une amende de 50.000 à 500.000 dirhams ou de l’une de ces peines seulement.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,94,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE IV DES SANCTIONS,Chapitre II,,,877,"Dans les cas prévus par les articles 92 et 93 de la présente loi, le tribunal ordonne la fermeture de l’établissement de la personne responsable de l’infraction commise. Il ordonne également la publication du jugement dans les journaux qu’il désigne aux frais du condamné.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,95,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE IV DES SANCTIONS,Chapitre II,,,877-878,"Est passible d’une amende pouvant atteindre de la valeur de la transaction : - toute personne physique ne déclarant pas dans les délais prescrits une opération de transfert direct, autre que celle résultant d’une opération de succession ou de legs, conformément aux dispositions des articles 17 et 18 de la présente loi ; - tout membre négociateur ne déclarant pas dans les délais prescrits un transfert direct résultant d’une opération de succession ou de legs conformément aux articles 17 et 18 de la présente loi. Le dernier cours coté de la valeur concernée sert de référence pour le calcul de cette amende. 878­ Est passible d’une amende de 5 000 à 100 000 dirhams, toute personne physique ou morale qui ne déclare pas dans le délai fixé un franchissement à la hausse de l’un des seuils de participation dans une société cotée en bourse, par le dénouement d’une transaction sur instrument financier à terme ou qui ne déclare pas au Conseil déontologique des valeurs mobilières ses intentions conformément aux dispositions de l’article 68 ter du dahir portant loi n° 1-93- 211 du 4 rabii II 1414 (21 septembre 1993) relatif à la bourse des valeurs tel que modifié et complété. En outre, cette personne perd le droit de vote sur les actions excédant la fraction qui aurait dû être déclarée pour toute assemblée d’actionnaires qui se tiendrait après l’infraction. Elle est rétablie dans ses droits de vote, en cas de cession consécutive à la constatation de l’infraction.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,97,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE IV DES SANCTIONS,Chapitre II,,,878,"Est passible d’une amende de 5 000 à 100 000 dirhams, toute personne physique ou morale qui ne déclare pas dans le délai fixé un franchissement à la baisse d’un des seuils de participation dans une société cotée en bourse par le dénouement d’une transaction sur instruments financiers à terme ou qui ne déclare pas au Conseil déontologique des valeurs mobilières ses intentions conformément aux dispositions de l’article 68 quater du dahir portant loi n°1-",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,99,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE IV DES SANCTIONS,Chapitre II,,,878,"Toute personne qui, faisant partie des organes d’administration, de gestion et de direction ou du personnel d’un membre, contrevient aux dispositions de l’article 75 ci-dessus est passible d’une amende de 10.000 à 500.000 dirhams.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,100,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE IV DES SANCTIONS,Chapitre II,,,878,Les auteurs des infractions fixées au présent chapitre et leurs coauteurs peuvent être poursuivis sur plainte préalable ou constitution de partie civile de l’instance de coordination du marché à terme prévue par l’article 7 de la présente loi.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,101,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE IV DES SANCTIONS,Chapitre II,,,878-879,"Les membres des organes d’administration, de gestion et de direction ou du conseil de surveillance et le personnel de la société gestionnaire, de la chambre de compensation et des membres sont tenus au secret professionnel pour toutes les affaires dont ils ont à connaître à quelque titre que ce soit, sous peine des sanctions prévues par l’article 446 du code pénal. 879­",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,103,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,879,Tout membre du marché à terme d’instruments financiers dûment agréé est tenu d’adhérer à une association professionnelle dénommée « association professionnelle des membres du marché à terme d’instruments financiers » régie par les dispositions du dahir du 3 joumada I 1378 (15 novembre 1958) relatif au droit d’association.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,104,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,879,"Le document d’information, visé à l’article 13 de la présente loi, soumis au visa du Conseil déontologique des valeurs mobilières donne lieu au règlement d’une commission par la société gestionnaire. Le taux de la commission est fixé en fonction de la catégorie d’instrument financier à terme envisagée. Ce taux ne peut excéder un pour mille du montant de l’opération. Le défaut de paiement de la commission dans les délais prescrits donne lieu à l’application d’une majoration. Le taux de majoration ne peut excéder 2% par mois ou fraction de mois de retard calculé sur le montant de la commission exigible. Le taux et les modalités de règlement de la commission ainsi que le taux de majoration sont fixés par arrêté du ministre chargé des finances, sur proposition du Conseil déontologique des valeurs mobilières.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,105,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,879,"Nul ne peut opposer le secret professionnel à Bank AI-Maghrib, au Conseil déontologique des valeurs mobilières ou à l’instance de coordination du marché à terme prévue par l’article 7 de la présente loi dans l’exercice de leurs missions telles que prévues par la présente loi.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,106,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,879,"La société gestionnaire et la chambre de compensation publient chaque année un rapport sur leurs activités et sur le marché à terme d’instruments financiers. La société gestionnaire, la chambre de compensation et les membres sont tenus de publier des états comptables dont la liste et les modalités de publication sont fixées par le Conseil déontologique des valeurs mobilières.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,107,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,879-880,"Les dispositions de l’article 4-1 du dahir portant loi n° 1-93-212 du 4 rabii II 1414 (21 septembre 1993) précité sont complétées comme suit : « Article 4-1. Le CDVM s’assure que les personnes « ou organismes faisant appel public à l’épargne respectent les dispositions légales et réglementaires qui leur sont applicables. 880­ « Il exerce en outre les attributions de contrôle qui lui sont dévolues par les législations en vigueur, et vérifie que «les organismes ou personnes qui sont soumis à son contrôle respectent les dispositions légales et réglementaires les régissant, et notamment celles relatives : « - ……………………….. « - ..………………………. « - ………………………… « - .... .......... ......... législations : « — aux membres négociateurs, aux membres négociateurs-compensateurs, aux membres compensateurs, à la société gestionnaire et à la chambre de compensation du marché à terme d’instruments financiers régis par la législation relative au marché à terme. (la suite sans modification.)",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,108,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,880,"Les dispositions de l’article 53 de la loi n° 34-03 du 15 moharrem 1427 (14 février 2006) relative aux établissements de crédit et organismes assimilés sont complétées comme suit : « Article 53. - Bank Al- Maghrib est chargée de contrôler le respect par les établissements de crédit des dispositions de la présente loi : « - ……………………….. « - ..………………………. « - ………………………… « - ………………………… « — Les personnes visées à l’alinéa 3 ci-dessus ne peuvent voir leur responsabilité civile engagée à raison de l’exercice de leur mission. « Bank Al-Maghrib est également chargée de contrôler la société gestionnaire du marché à terme, la chambre de compensation et les membres du marché à terme d’instruments financiers conformément à la législation qui les régit.»",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,109,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,880-881,"La présente loi est publiée au Bulletin officiel. 881­ 6.2 – MARCHE MONETAIRE 6.2.1 – ADJUDICATIONS DES BONS DU TRESOR Arrêté de la Ministre de l’économie et des Finances n°118-23 du 12 janvier 2023 relatif à l’émission des bons du Trésor par voie d’adjudication ou de syndication.390 La Ministre de l’Économie et des Finances, Vu la loi de finances n° 50-22 pour l’année budgétaire 2023 promulguée par le dahir n° 1-22-75 du 18 joumada I 1444 (13 décembre 2022), notamment ses articles 42 et 43 ; Vu le décret n°2-22-806 du 19 joumada I 1444 (14 décembre 2022) portant délégation de pouvoir à la ministre de l’économie et des finances en matière d’emprunts intérieurs et de recours à tout autre instrument financier, notamment son article premier, Arrête :",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,1,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,881,"Sur l’autorisation d’emprunter prévue par les articles 42 et 43 de la loi de finances susvisée n°50-22, des émissions des bons du Trésor par voie d’adjudication ou syndication sont ouvertes durant l’année budgétaire 2023.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,2,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,881,"Toute personne physique résidente ou non résidente ou personne morale, ayant son siège social au Maroc ou à l’étranger peut soumissionner aux émissions par adjudication ou syndication des bons du Trésor.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,3,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,881,"Les bons de Trésor d’une valeur nominale unitaire de 100.000 dirhams sont émis pour : - des maturités très courtes (entre 7 Jours et 10 semaines) ; - des maturités courtes (13, 26, 52 semaines et 2 ans); et - des maturités moyennes et longues (5, 10, 15, 20 et 30 ans et plus).",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,4,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,881,"Le Trésor peut émettre des bons à 52 semaines à coupon d’une durée égale ou supérieure à une année, n’excédant pas deux ans et des bons à 2 ans et plus avec un premier coupon d’une durée inférieure, égale ou supérieure à une année, n’excédant pas deux ans.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,5,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,881,Les bons du Trésor sont émis à taux fixe ou à taux révisable ou sont indexés sur l’inflation.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,6,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,881-882,"Les bons du Trésor sont négociables sur le marché secondaire de gré à gré ou à travers la plateforme électronique désignée à cet effet par la direction du Trésor et des finances extérieures. 882­ Les dates d’émission et de règlement des bons du Trésor ainsi que leurs caractéristiques y compris la date de règlement du premier coupon sont portées, en temps utile, à la connaissance des investisseurs.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,8,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,882,"Hormis les bons du Trésor à très court terme et ceux émis par syndication qui peuvent être émis hors calendrier, les adjudications des bons du Trésor ont lieu selon la périodicité suivante : - le premier et le troisième mardi de chaque mois et l’avant dernier mardi dans le cas où le mois comporte 5 mardis, pour les bons à 13 semaines, 52 semaines et 2 ans ; - le deuxième mardi, pour les bons à 26 semaines, 52 semaines, 5 ans et 15 ans ; - le dernier mardi, pour les bons à 26 semaines, 2 ans, 10 ans et 20 ans ; - le dernier mardi de chaque trimestre pour les bons à 30 ans et plus. Si le mardi est un Jour férié, l’adjudication est reportée au jour ouvrable suivant. La direction du Trésor et des finances extérieures se réserve, toutefois, la possibilité d’apporter des modifications au calendrier d’émission des bons du Trésor. Ces modifications sont portées en temps utile à la connaissance des investisseurs.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,9,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,882,Les soumissions sont reçues : - en taux pour les bons de maturité inférieure ou égale à 26 semaines ; - et en prix pour les autres maturités.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
